bugid,title,sen,tid,sid,ann,mylabel,rulelabel
8,"""(260502) Eclipse - AdapterManager.computeClassOrder(Class) implementation does not match IAdapterManager JavaDoc""","     a breadth-first traversal of each class's interfaces in the order returned by &lt;code&gt;getInterfaces&lt;/code&gt; (in the example, X and its superinterfaces then Y and its superinterfaces) &lt;/li&gt;",8,4,0,4,NO
8,"""(260502) Eclipse - AdapterManager.computeClassOrder(Class) implementation does not match IAdapterManager JavaDoc""", It might be more accurate to say:,8,5,3,5,NO
8,"""(260502) Eclipse - AdapterManager.computeClassOrder(Class) implementation does not match IAdapterManager JavaDoc""","     a breadth-first traversal of each class's interfaces in the order returned by &lt;code&gt;getInterfaces&lt;/code&gt; (in the example, X's superinterfaces then Y's superinterfaces)",8,6,3,5,NO
8,"""(260502) Eclipse - AdapterManager.computeClassOrder(Class) implementation does not match IAdapterManager JavaDoc"""," Since X and Y are not actually included in the \""traversal\"".",8,7,2,1,NO
8,"""(260502) Eclipse - AdapterManager.computeClassOrder(Class) implementation does not match IAdapterManager JavaDoc""", Thanks.,8,8,0,6,NO
8,"""(260502) Eclipse - AdapterManager.computeClassOrder(Class) implementation does not match IAdapterManager JavaDoc"""," Good point, I have released this clarification to HEAD. ",9,1,2,2,NO
8,"""(260502) Eclipse - AdapterManager.computeClassOrder(Class) implementation does not match IAdapterManager JavaDoc""", Thanks again.,9,2,0,6,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12)Gecko/20050915 Firefox/1.0.7 (ax),1,1,1,4,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.12)Gecko/20050915 Firefox/1.0.7 (ax),1,2,1,4,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," Firefox currently supports a wide number of stand alone e-mail applications (including it's own Thunderbird client), when an e-mail link is clicked on in Firefox.  ",1,3,2,0,INFORMATION GIVING
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", To the best of my knowledge it still does not support web based e-mail clients such as g-mail in this fashion.,1,4,2,0,INFORMATION GIVING
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," The idea is that if one prefers to use a web based e-mail account, they should have the option to configure firefox to log into that web based e-mail account and open a compose new message window.",1,5,2,5,FEATURE REQUEST
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," I understand this may require some colaboration with the popular web based e-mail services such as gmail and aim mail, but I think it would be worth the benifit.",1,6,0,5,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", Reproducible: Always,1,7,0,7,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", Something like the WebmailCompose extension?,2,1,0,3,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," Other enhancement requests like this have been marked as dups of bug 11459, but I think that's wrong.  ",3,1,0,2,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," As far as I can tell, bug 11459 is a combination of a design flaw specific to Seamonkey and a tangentially related enhancement request that also applies to Firefox, and nothing is happening there.",3,2,1,0,PROBLEM DISCOVERY
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," It's sad that mailto: links don't work for most webmail users, especially since webmail is so popular.",3,3,1,0,PROBLEM DISCOVERY
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," Webmail services can help give users programs that alter system mailto: behavior (e.g. the unofficial \""G-Mailto\"" and the official \""Gmail Notifier\""), and Firefox users can download the WebmailCompose extension, but i think it would be better if this were an option in Firefox itself.",3,4,3,5,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)"""," Not going to block on this, would be good to have this generically for feeds as well, but this may have to wait for Gecko 1.9",4,1,1,5,FEATURE REQUEST
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", Using Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1) Gecko/20090615,5,1,2,1,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", Firefox/3.5,5,2,3,4,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", Is this not now fixed?,5,3,2,3,NO
9,"""(328600) Firefox - Option for mailto: links to go to a web based e-mail client (webmail service)""", Indeed.,6,1,2,6,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," Open a new image,",1,1,2,7,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," create a layer much bigger than the image, and with a different aspect ratio.",1,2,2,7,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", draw something on the drawable (using some colors),1,3,1,7,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", make a selection selecting only some parts of your drawing,1,4,2,7,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", use the channel mixer.,1,5,2,7,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," The selection looks wrong in the plugin, and the plugin can even crash.",1,6,3,7,PROBLEM DISCOVERY
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", This is due to the fact that the selection mask is taken with gimp_drawable_get_thumbnail_data () in the preview code.,1,7,2,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," So if the layer and the image have different size, they are streched differently.",1,8,2,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," Clearly what it is doing is bad, but what *should* it be doing?  ",2,1,2,3,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," Should the preview follow the shape of the selection bounds, the image, or the drawable?",2,2,1,3,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," On a big image, use crop tool on right, bottom or right bottom, click on resize.",3,1,1,5,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", The active picture is then little than the layer.,3,2,1,5,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Using any tool with preview give a one pixel (or less ;) ) preview instead of the good one.,3,3,2,5,INFORMATION GIVING
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Compute intersection between layer and active picture could be the solution...,3,4,3,5,SOLUTION PROPOSAL
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," As far as I can see, there are two reasonable options, and either of them will require a substantial amount of fixing in the aspect preview code and the plugins that use it.  ",4,1,3,1,INFORMATION GIVING
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," (1) Show the entire drawable in an aspect preview, and mask changes using the current selection.",4,2,2,1,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", (2) Show only the part of the drawable lying within the selection bounds. ,4,3,2,1,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", It isn't clear to me which of them is better.,4,4,2,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Bumping to 2.4 since this is not likely to get fixed for 2.2,5,1,2,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Bumping to Future since this is not likely to get fixed for 2.4.,6,1,1,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," Setting back to the 2.4 milestone since it's a crash and should, if possible, be looked at before the 2.4 release.",7,1,3,1,PROBLEM DISCOVERY
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Fixing this might make API changes necessary. ,8,1,1,5,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", We need to look into this as soon as possible.,8,2,0,5,FEATURE REQUEST
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", It would help a lot if someone could attach an example XCF file to this bug report that shows the problem.,9,1,2,5,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Created an attachment (id=89354) [details],10,1,1,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", bug156905.xcf.bz2 - a layer bigger than image,10,2,1,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Following assertion failed using Channel mixer on the layer.,10,3,0,0,PROBLEM DISCOVERY
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", (channel_mixer:6701): LibGimpWidgets-CRITICAL **: gimp_preview_area_mask: assertion `mask != NULL' failed,10,4,0,4,PROBLEM DISCOVERY
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Doesn't channel mixer use GimpZoomPreview (not GimpAspectPreview)?,11,1,2,3,INFORMATION GIVING
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Seems like both GimpZoomPreview and GimpAspectPreview have problems when steps in reporter's comment are taken.,11,2,3,5,PROBLEM DISCOVERY
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", This one is nasty to track down.,12,1,1,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," The example image has dimensions 377*233, the selection starts at x=125, y=97 and extends to the lower right corner of the image.",12,2,2,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", The preview code then calls gimp_drawable_get_sub_thumbnail on the selection mask with the following coordinates:,12,3,2,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""","   src_x: 117, src_y: 89, src_w: 268, src_h: 152",12,4,2,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," which unsurprisingly fails, since src_x+src_w is bigger than the selection mask width.",12,5,2,0,PROBLEM DISCOVERY
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," The source coordinates seem wrong to me and originate from gimp_zoom_preview_get_source_area(), but I have not yet tracked this down.",12,6,2,5,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Created an attachment (id=117704) [details],13,1,0,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", GimpZoomPreview handle layer offsets,13,2,2,1,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", This patch should fix GimpZoomPreview to handle layers with offsets with selections. ,13,3,3,1,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Area displayed in preview is intersection of layer and selection.,13,4,3,1,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," If there are no objections, I could commit the patch.",13,5,1,2,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", For GimpAspectPreview selection mask has to be applied for thumbnail of the whole drawable (selection can intersect partialy with drawable area).,14,1,2,1,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", Please commit this. ,15,1,2,5,INFORMATION GIVING
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", It doesn't make sense to patch 2 [details].4 at this point. ,15,2,0,0,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", So please do this in trunk only.,15,3,1,5,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", 2008-09-02  Aurimas Juka  &lt;aurisj@svn.gnome.org&gt;,16,1,2,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash"""," &gt;-------* libgimp/gimpzoompreview.c (gimp_zoom_preview_draw_buffer),",16,2,1,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", &gt;-------(gimp_zoom_preview_set_drawable): fixed GimpZoomPreview to handle,16,3,1,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", &gt;-------layers with offsets and display intersection of layer and selection,16,4,1,4,NO
10,"""(156905) GIMP - GimpAspectPreview doesn\'t respect the layer offset and can crash""", &gt;-------in the preview. (bug #156905),16,5,1,4,NO
11,"""(164995) GIMP - Remember last scale method setting""", When images are rescaled now the GIMP always defaults to linear scaling.,1,1,3,0,NO
11,"""(164995) GIMP - Remember last scale method setting""", Sometimes I want to do a bunch of images with cubic scaling. ,1,2,2,0,NO
11,"""(164995) GIMP - Remember last scale method setting""", It would be handy that the scale dialog just remembered the last setting and always present that one.,1,3,2,0,SOLUTION PROPOSAL
11,"""(164995) GIMP - Remember last scale method setting""", The default interpolation routine can be choosen in the Preferences dialog.,2,1,3,5,NO
11,"""(164995) GIMP - Remember last scale method setting"""," I just thought it would be easier if it just remembered the last setting, that way a newbie does not have to search trough the preferences, and it is handy if you want to scale a set of images in a different way as normally",3,1,1,5,SOLUTION PROPOSAL
11,"""(164995) GIMP - Remember last scale method setting""", Jaap is right. ,4,1,0,6,NO
11,"""(164995) GIMP - Remember last scale method setting""", I didn't know about the preferences setting until I saw this bug report.,4,2,2,2,NO
11,"""(164995) GIMP - Remember last scale method setting"""," This applies in general to options that the user can set without going into the preferences dialog: just remember the last setting, and there is no need for an entry in the preferences dialog.",4,3,1,5,SOLUTION PROPOSAL
11,"""(164995) GIMP - Remember last scale method setting"""," We would need an entry whether to save the last used setting, for the users who don't want this.",5,1,1,5,NO
11,"""(164995) GIMP - Remember last scale method setting"""," Michael, I don't agree with having an extra entry whether to save the setting yes or no. ",6,1,1,2,NO
11,"""(164995) GIMP - Remember last scale method setting""", This would clutter the interface even more. ,6,2,2,2,NO
11,"""(164995) GIMP - Remember last scale method setting""", Because you then still need an entry in preferences and you need an extra entry in the scale dialog whether to save the last used setting. ,6,3,0,2,FEATURE REQUEST
11,"""(164995) GIMP - Remember last scale method setting""", Just always remembering the last setting is conceptually by far the easiest for new users. ,6,4,2,5,SOLUTION PROPOSAL
11,"""(164995) GIMP - Remember last scale method setting""", Furthermore I think it's not really a problem if you have to change the setting now and then (In your case you also have to click once more to not save the setting). ,6,5,0,5,SOLUTION PROPOSAL
11,"""(164995) GIMP - Remember last scale method setting""", And most of the times you will not change this setting.,6,6,0,5,NO
11,"""(164995) GIMP - Remember last scale method setting"""," I agree that it is convenient to be able to set a default value from the place it is used (e.g., the Image-&gt;Scale dialog) instead of having to open the Preferences and find the corresponding option.",7,1,1,3,INFORMATION GIVING
11,"""(164995) GIMP - Remember last scale method setting""", This is very useful for those who are not familiar with all options available in the Preferences.,7,2,0,2,NO
11,"""(164995) GIMP - Remember last scale method setting"""," However, I disagree with the proposal that the last setting should automatically become the default: I have set the default to Cubic (I might change it to Lanczos soon) and I expect it to be used all the time. ",7,3,0,2,INFORMATION GIVING
11,"""(164995) GIMP - Remember last scale method setting"""," But from time to time, I scale up a bitmap image without interpolation.",7,4,0,2,NO
11,"""(164995) GIMP - Remember last scale method setting""", I don't want this to become the new default and give me bad results when I scale up another image two days later.,7,5,0,2,NO
11,"""(164995) GIMP - Remember last scale method setting"""," So if there is a way to change the default from the Scale dialog (which is probably a good idea), then it should require an explicit action from the user.",7,6,1,5,SOLUTION PROPOSAL
11,"""(164995) GIMP - Remember last scale method setting"""," This could be a button like \""set default\"" or a checkbox \""remember this setting\"" next to the \""Interpolation type\"" dropdown list.",7,7,0,5,NO
11,"""(164995) GIMP - Remember last scale method setting""", &gt;&gt;Jaap is right. I didn't know about the preferences setting until I saw this bug report.,8,1,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting"""," LOL, me too.",8,2,0,6,NO
11,"""(164995) GIMP - Remember last scale method setting"""," I think the suggestion for a \""set as defaults\"" button here is a good all-round solution that satisfies both camps.",8,3,1,5,SOLUTION PROPOSAL
11,"""(164995) GIMP - Remember last scale method setting""", See this bug for request to deal with scaling units (percent/pixel) in the same way.,8,4,0,5,NO
11,"""(164995) GIMP - Remember last scale method setting""", http://bugzilla.gnome.org/show_bug.cgi?id=357424,8,5,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting"""," I think a \""set as defaults\"" button would clutter the UI. ",9,1,2,2,NO
11,"""(164995) GIMP - Remember last scale method setting""", This change remember the settings across dialog invocations.,9,2,3,1,NO
11,"""(164995) GIMP - Remember last scale method setting""", Closing as FIXED.,9,3,2,1,NO
11,"""(164995) GIMP - Remember last scale method setting"""," (Please reopen if you strongly disagree, but please not without a non-ugly suggestion for a GUI)",9,4,2,5,NO
11,"""(164995) GIMP - Remember last scale method setting""", 2006-10-14  Michael Natterer  &lt;mitch@gimp.org&gt;,9,5,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting""",     Remember the settings in the scale and resize dialogs for images and layers. ,9,6,0,5,NO
11,"""(164995) GIMP - Remember last scale method setting"""," Fixes bug #164995, bug #316392, and bug #357424.",9,7,1,1,NO
11,"""(164995) GIMP - Remember last scale method setting""",     * app/dialogs/scale-dialog.h: removed GimpScaleCallback typedef.,9,8,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting""",     * app/dialogs/dialogs-types.h: added it here.,9,9,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting""","     * app/dialogs/image-scale-dialog.[ch]: made the ImageScaleDialog struct private, return a GtkWidget* from image_scale_dialog_new() and use a GimpScaleCallback in the public API.",9,10,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting""","     * app/actions/actions-types.h: #include \""dialogs/dialogs-types.h\""",9,11,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting""","     * app/actions/image-commands.c: changed according to image scale dialog changes. Remember the scale dialog's unit (if it is \""percent\"") and interpolation type across dialog invocations.",9,12,0,4,NO
11,"""(164995) GIMP - Remember last scale method setting""","  Also remember the resize dialog's unit (if it is \""percent\"").",9,13,0,5,NO
11,"""(164995) GIMP - Remember last scale method setting""",     * app/actions/layers-commands.c: remember scale and resize dialog stuff as in image-commands.c,9,14,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 1. Open a large grayscale image of your choice (e.g. larger than 2000*2000 pixels, maybe a scan result from your scanner)",1,1,1,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 2. Use \""Tools/Color Tools/Threshold\"" to apply some threshold choosen arbitrarily. ",1,2,2,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", This tool is pretty fast.,1,3,2,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 3. Now you have a 8bit grayscale image, which actually consists only of color values \""0\"" and color values \""255\"".",1,4,3,7,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""",  ,1,5,3,6,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," Converting it to a 1bit black&white image should be a very fast operation (replacing 0 (8bit) by 0 (1bit) and replacing 255 (8bit) by 1 (1bit)), but it is not:",1,6,2,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 4. Choose \""Image/Mode/Indexed...\"", and there:",1,7,2,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 4.1 Colormap: \""Use black and white (1-bit) palette)\"" (this should be the fastest option possible)",1,8,2,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 4.2 Dithering: \""none\"" (this should be the fastest option possible)",1,9,1,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 4.3 Now hit \""OK\""",1,10,3,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 5. The conversion will work, but it will take many seconds. ",1,11,3,7,SOLUTION PROPOSAL
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," For an example image of \""2460*3483\"", it takes 34 seconds on my computer (while applying the Threshold tool, which basically does the same, only needs maybe 2 seconds).",1,12,2,0,FEATURE REQUEST
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," This slow speed is not acceptable for interactive image processing, and this slowness is not necessary at all.",1,13,0,0,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," Indeed it is very slow, so I will confirm this bug report.",2,1,2,2,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," There is, however, a workaround.  ",2,2,2,0,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," I found with a little experimentation that if you use the \""Optimal Palette\"" option for step 4.1, then the conversion occurs in a flash, literally a fraction of a second for me.",2,3,3,1,INFORMATION GIVING
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," This happens, I think, because if you use this option, by the time the algorithm reaches the stage of actually converting the image, it has built a color histogram and \""knows\"" that there are exactly two colors in the image, and can assign colors directly, without having to test whether black or white is the best match for each pixel.",2,4,3,1,INFORMATION GIVING
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," Because of the existence of this workaround, I am going to lower the severity, but this *is* something that should be looked into.",2,5,1,2,FEATURE REQUEST
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Created an attachment (id=38911) [details],3,1,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Image where to 1bit conversion is either slow or buggy (with GIMP 2.2.4),3,2,3,0,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", That's odd. ,3,3,0,6,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", I just tried to use your suggested workaround and was happy that the conversion was as fast one should expect.,3,4,1,2,INFORMATION GIVING
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," However, the conversion was plainly wrong, it produced an image which was just black (the input image was nearly white).",3,5,3,2,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", I'm attaching a test case image. This may be a related bug.,3,6,1,5,PROBLEM DISCOVERY
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Do following on the atached image:,3,7,0,5,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 1. Choose \""Image/Mode/Indexed...\"", and there:",3,8,0,5,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 1.1 Colormap: optimal palette (wether 2 oder 256 colors, it does not matter)",3,9,0,5,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 1.2 Dithering: \""none\"" (but I think it does not matter)",3,10,0,5,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Interesting -- clearly the generation of an optimal palette is not done correctly for this image.,4,1,3,2,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," Because this is a different issue, I am going to open a different bug report for it -- using your image as example, if you don't mind.",4,2,3,5,PROBLEM DISCOVERY
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," In any case, I've found a solution to the original problem, I think.",4,3,2,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", I found a very simple change that gives a major speedup when converting grayscale images to the mono palette.,4,4,3,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," It's now at least as fast as the Threshold tool, so I'm going to resolve this bug as FIXED.  ",4,5,1,1,SOLUTION PROPOSAL
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," Still just as slow for RGB images, though.  ",4,6,3,0,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Committed to both branches:,4,7,0,0,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", 2005-03-18  Bill Skaggs  &lt;weskaggs@primate.ucdavis.edu&gt;,4,8,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," 	* app/core/gimpimage-convert.c:  when converting grayscale to mono, treat the palette as gray rather than rgb, giving 	more than tenfold speedup.  ",4,9,1,1,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Fixes bug #170801.,4,10,1,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", The new problem is described in bug #170825,4,11,1,0,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", I'd be pleased if you used my test case image. :-),5,1,0,2,INFORMATION GIVING
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," Thank you for fixing this bug so fast, so I just need to wait for the next release. ",5,2,0,6,FEATURE REQUEST
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," (Building for Windows would be rather messy, so I try to be patient...)",5,3,0,0,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", I'm interested in seeing the patch.  ,6,1,0,2,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", If you can't attach it then what revision of gimpimage-convert.c contains the fix?,6,2,0,2,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Revision 1.156. Here is the patch:,7,1,1,1,SOLUTION PROPOSAL
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", --- gimpimage-convert.c 27 Feb 2005 14:03:50 -0000      1.155,7,2,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", +++ gimpimage-convert.c 18 Mar 2005 17:34:34 -0000      1.156,7,3,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," @@ -4057,7 +4057,6 @@ initialize_median_cut (GimpImageBaseType",7,4,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""",          },7,5,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""",        if (palette_type == GIMP_WEB_PALETTE  ||,7,6,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", -          palette_type == GIMP_MONO_PALETTE ||,7,7,1,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""",            palette_type == GIMP_CUSTOM_PALETTE),7,8,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""",          {,7,9,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""",            switch (dither_type),7,10,0,4,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Thanks.,8,1,0,6,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", That's interesting.  ,8,2,0,6,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," I expect it to yield poorer results though, to some extent (probably most obviously darker, or lighter, in mid-greys, that is a damaged gamma), because the greyscale colour-matching and error-quantifying is in a comparatively non-perceptually-uniform space (that's half the reason why it's faster, though it's not as big a quality difference in a greyscale source as an RGB source).",8,3,1,0,INFORMATION GIVING
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", Were side-by-side comparisons done?  ,8,4,0,3,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," I hope so, though I could do some here if anyone cares.",8,5,0,2,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow""", I don't think anyone has done side-by-side comparisons.,9,1,1,2,NO
12,"""(170801) GIMP - Converting image from grayscale to black&white is painfully slow"""," differences, but not so strong that I'm really going to lose any sleep.",10,1,0,2,NO
